Datetime,Consumption
2024-01-01 00:00:00,10.0
2024-01-01 01:00:00,12.0
2024-01-01 02:00:00,12.0
2024-01-01 03:00:00,14.0
2024-01-01 04:00:00,16.0
2024-01-01 05:00:00,18.0
2024-01-01 06:00:00,18.0
2024-01-01 07:00:00,20.0
2024-01-01 08:00:00,10.0
2024-01-01 09:00:00,12.0
2024-01-01 10:00:00,12.0
2024-01-01 11:00:00,14.0
2024-01-01 12:00:00,10.0
2024-01-01 13:00:00,12.0
2024-01-01 14:00:00,12.0
2024-01-01 15:00:00,14.0
2024-01-01 16:00:00,16.0
2024-01-01 17:00:00,18.0
2024-01-01 18:00:00,18.0
2024-01-01 19:00:00,20.0
2024-01-01 20:00:00,10.0
2024-01-01 21:00:00,12.0
2024-01-01 22:00:00,12.0
2024-01-01 23:00:00,14.0
2024-01-02 00:00:00,8.997283458557229
2024-01-02 01:00:00,11.132190244468692
2024-01-02 02:00:00,12.172727140525431
2024-01-02 03:00:00,13.517714532749496
2024-01-02 04:00:00,17.065922536409808
2024-01-02 05:00:00,17.23367726084126
2024-01-02 06:00:00,18.328165441284884
2024-01-02 07:00:00,19.973573859711728
2024-01-02 08:00:00,9.310029212109928
2024-01-02 09:00:00,12.057841267572371
2024-01-02 10:00:00,11.69798863868263
2024-01-02 11:00:00,13.22873803232731
2024-01-02 12:00:00,10.766335941976761
2024-01-02 13:00:00,12.542579622241217
2024-01-02 14:00:00,11.576575274001277
2024-01-02 15:00:00,13.453581583933303
2024-01-02 16:00:00,16.399947254721425
2024-01-02 17:00:00,17.57077612023335
2024-01-02 18:00:00,17.046398803865653
2024-01-02 19:00:00,19.97234344258474
2024-01-02 20:00:00,10.539516199705472
2024-01-02 21:00:00,11.808289416810057
2024-01-02 22:00:00,11.24251094738882
2024-01-02 23:00:00,14.290250571372138
2024-01-03 00:00:00,8.229916474661321
2024-01-03 01:00:00,11.918902288027354
2024-01-03 02:00:00,11.296401879503065
2024-01-03 03:00:00,13.019952031432638
2024-01-03 04:00:00,16.77203376322083
2024-01-03 05:00:00,18.286010338959567
2024-01-03 06:00:00,18.126572836853224
2024-01-03 07:00:00,21.019023933345842
2024-01-03 08:00:00,10.283648987355807
2024-01-03 09:00:00,11.019541119689006
2024-01-03 10:00:00,12.212776744897289
2024-01-03 11:00:00,13.034887994615568
2024-01-03 12:00:00,10.158274680224649
2024-01-03 13:00:00,12.616018416721225
2024-01-03 14:00:00,12.184914705546678
2024-01-03 15:00:00,12.430350008101492
2024-01-03 16:00:00,16.392955167087234
2024-01-03 17:00:00,16.63296450076018
2024-01-03 18:00:00,17.913177162525624
2024-01-03 19:00:00,20.003580742445394
2024-01-03 20:00:00,10.564962181064327
2024-01-03 21:00:00,10.872292434112888
2024-01-03 22:00:00,11.178148351156553
2024-01-03 23:00:00,14.319709244739219
2024-01-04 00:00:00,8.10259486461179
2024-01-04 01:00:00,11.735666101463337
2024-01-04 02:00:00,12.131032401586458
2024-01-04 03:00:00,12.604025964529843
2024-01-04 04:00:00,17.237207493021902
2024-01-04 05:00:00,18.64569898875066
2024-01-04 06:00:00,17.5036697268433
2024-01-04 07:00:00,22.114887054109268
2024-01-04 08:00:00,10.313296422281308
2024-01-04 09:00:00,10.79724630531269
2024-01-04 10:00:00,11.53070760056834
2024-01-04 11:00:00,12.445505778234079
2024-01-04 12:00:00,9.34544948279731
2024-01-04 13:00:00,12.049735939276086
2024-01-04 14:00:00,11.092174363013227
2024-01-04 15:00:00,12.869979381005336
2024-01-04 16:00:00,15.965402864459312
2024-01-04 17:00:00,16.91114142547253
2024-01-04 18:00:00,17.178238379150926
2024-01-04 19:00:00,20.354724813045145
2024-01-04 20:00:00,9.648247970251882
2024-01-04 21:00:00,10.607547879901034
2024-01-04 22:00:00,11.303706773325025
2024-01-04 23:00:00,14.452456214656747
2024-01-05 00:00:00,7.322345199899102
2024-01-05 01:00:00,10.799434270199091
2024-01-05 02:00:00,12.317690088764971
2024-01-05 03:00:00,11.70901124764093
2024-01-05 04:00:00,16.434935945258495
2024-01-05 05:00:00,19.08282377575188
2024-01-05 06:00:00,18.219488614644426
2024-01-05 07:00:00,22.907796136651775
2024-01-05 08:00:00,10.979631973641878
2024-01-05 09:00:00,10.147827242868615
2024-01-05 10:00:00,11.312168826526475
2024-01-05 11:00:00,13.531230396084236
2024-01-05 12:00:00,9.468518260603544
2024-01-05 13:00:00,12.568426409149303
2024-01-05 14:00:00,12.049181477963272
2024-01-05 15:00:00,11.789274060420313
2024-01-05 16:00:00,16.956224663780485
2024-01-05 17:00:00,16.379506021613047
2024-01-05 18:00:00,18.02624849411365
2024-01-05 19:00:00,19.406212513015248
2024-01-05 20:00:00,8.979712562014035
2024-01-05 21:00:00,10.347664855199453
2024-01-05 22:00:00,10.788615050544324
2024-01-05 23:00:00,14.300775705126227
2024-01-06 00:00:00,8.02739608341595
2024-01-06 01:00:00,10.589340668780467
2024-01-06 02:00:00,11.633784622744686
2024-01-06 03:00:00,12.356005209302932
2024-01-06 04:00:00,16.66666203939633
2024-01-06 05:00:00,19.62461413543839
2024-01-06 06:00:00,18.9134616162851
2024-01-06 07:00:00,22.81501149511844
2024-01-06 08:00:00,10.199051096737405
2024-01-06 09:00:00,10.233350167150274
2024-01-06 10:00:00,12.023996421257293
2024-01-06 11:00:00,14.357848911246155
2024-01-06 12:00:00,10.10014594497843
2024-01-06 13:00:00,13.339544857786038
2024-01-06 14:00:00,11.802860352892498
2024-01-06 15:00:00,12.865401554600462
2024-01-06 16:00:00,17.334501253959626
2024-01-06 17:00:00,15.792737746410122
2024-01-06 18:00:00,18.995338661492024
2024-01-06 19:00:00,18.467747281585208
2024-01-06 20:00:00,9.118575068705386
2024-01-06 21:00:00,9.372996753353439
2024-01-06 22:00:00,11.289578751819851
2024-01-06 23:00:00,14.528828350580453
2024-01-07 00:00:00,8.529975295454854
2024-01-07 01:00:00,9.864045150687335
2024-01-07 02:00:00,11.528205489857209
2024-01-07 03:00:00,12.433828818402816
2024-01-07 04:00:00,16.120742230115496
2024-01-07 05:00:00,20.31313625878057
2024-01-07 06:00:00,17.96038615010976
2024-01-07 07:00:00,22.962360396334237
2024-01-07 08:00:00,11.194281895819728
2024-01-07 09:00:00,9.773229416532459
2024-01-07 10:00:00,12.08014889325678
2024-01-07 11:00:00,14.904833498241894
2024-01-07 12:00:00,10.760056432432293
2024-01-07 13:00:00,12.873987579389302
2024-01-07 14:00:00,12.85928425257075
2024-01-07 15:00:00,13.357868585233263
2024-01-07 16:00:00,17.107382560607384
2024-01-07 17:00:00,16.721397878764847
2024-01-07 18:00:00,19.112747325282612
2024-01-07 19:00:00,18.62683716736269
2024-01-07 20:00:00,9.120751929648495
2024-01-07 21:00:00,10.291920692781208
2024-01-07 22:00:00,12.341602848370474
2024-01-07 23:00:00,14.116297098502672
2024-01-08 00:00:00,9.444272995230286
2024-01-08 01:00:00,10.783453688221146
2024-01-08 02:00:00,12.02971822171531
2024-01-08 03:00:00,11.888075218471146
2024-01-08 04:00:00,16.413496193476472
2024-01-08 05:00:00,20.80574096705205
2024-01-08 06:00:00,17.054386155697838
2024-01-08 07:00:00,22.65132491979704
2024-01-08 08:00:00,11.389267479880253
2024-01-08 09:00:00,9.226416821253778
2024-01-08 10:00:00,13.163277129834267
2024-01-08 11:00:00,14.231091606992463
2024-01-08 12:00:00,10.549889946283304
2024-01-08 13:00:00,13.57881704938499
2024-01-08 14:00:00,12.702681773620114
2024-01-08 15:00:00,12.579044127285089
2024-01-08 16:00:00,17.64267305389272
2024-01-08 17:00:00,15.793676579595557
2024-01-08 18:00:00,19.586178424108542
2024-01-08 19:00:00,18.720084133409227
2024-01-08 20:00:00,9.854946594336077
2024-01-08 21:00:00,9.356294471205375
2024-01-08 22:00:00,12.100992530310593
2024-01-08 23:00:00,13.042113541972844
2024-01-09 00:00:00,9.868653698257653
2024-01-09 01:00:00,10.818683654177066
2024-01-09 02:00:00,12.166605246427572
2024-01-09 03:00:00,11.05411138212995
2024-01-09 04:00:00,15.693536803379452
2024-01-09 05:00:00,21.395465316043737
2024-01-09 06:00:00,16.627416722979433
2024-01-09 07:00:00,23.177173269336745
2024-01-09 08:00:00,11.17339400271596
2024-01-09 09:00:00,9.059643178211282
2024-01-09 10:00:00,14.000972045364136
2024-01-09 11:00:00,13.658376634674298
2024-01-09 12:00:00,10.161589027340892
2024-01-09 13:00:00,13.684306455032496
2024-01-09 14:00:00,13.17104698050301
2024-01-09 15:00:00,12.804799428789057
2024-01-09 16:00:00,17.993118535142962
2024-01-09 17:00:00,16.21742576072019
2024-01-09 18:00:00,18.839727028033206
2024-01-09 19:00:00,19.65566927017629
2024-01-09 20:00:00,10.63543551229059
2024-01-09 21:00:00,8.417479711108252
2024-01-09 22:00:00,11.617955514831875
2024-01-09 23:00:00,12.18478585395005
2024-01-10 00:00:00,9.383547452332774
2024-01-10 01:00:00,10.708094863825949
2024-01-10 02:00:00,11.955975237787072
2024-01-10 03:00:00,11.4759707277643
2024-01-10 04:00:00,16.179820083732388
2024-01-10 05:00:00,22.144799820594937
2024-01-10 06:00:00,16.864884588703042
2024-01-10 07:00:00,23.4765456418776
2024-01-10 08:00:00,11.780075263591383
2024-01-10 09:00:00,8.710542769635028
2024-01-10 10:00:00,13.124101201277513
2024-01-10 11:00:00,14.14410325834205
2024-01-10 12:00:00,9.50934372654096
2024-01-10 13:00:00,12.608751975635938
2024-01-10 14:00:00,12.924067631661345
2024-01-10 15:00:00,12.302076401265502
2024-01-10 16:00:00,18.058736477403748
2024-01-10 17:00:00,17.053299619002463
2024-01-10 18:00:00,19.335749120905326
2024-01-10 19:00:00,20.64995051188735
2024-01-10 20:00:00,9.835234942106599
2024-01-10 21:00:00,8.23825149286803
2024-01-10 22:00:00,10.880130544776708
2024-01-10 23:00:00,11.899700025675426
2024-01-11 00:00:00,10.229729379033605
2024-01-11 01:00:00,11.069212786157454
2024-01-11 02:00:00,12.308651663764007
2024-01-11 03:00:00,10.547057780256269
2024-01-11 04:00:00,16.388647878161567
2024-01-11 05:00:00,23.1461616622371
2024-01-11 06:00:00,17.096014181340585
2024-01-11 07:00:00,23.597331426794373
2024-01-11 08:00:00,12.140536219485627
2024-01-11 09:00:00,8.568364770898148
2024-01-11 10:00:00,13.14349760321212
2024-01-11 11:00:00,13.771731437940419
2024-01-11 12:00:00,9.537447397897814
2024-01-11 13:00:00,13.395746027504279
2024-01-11 14:00:00,13.275277145563988
2024-01-11 15:00:00,12.167849829220298
2024-01-11 16:00:00,17.337051805550388
2024-01-11 17:00:00,16.416573537620014
2024-01-11 18:00:00,18.97063306708241
2024-01-11 19:00:00,20.214025107818745
2024-01-11 20:00:00,10.24628551401277
2024-01-11 21:00:00,7.69413830653092
2024-01-11 22:00:00,10.248427623709109
2024-01-11 23:00:00,11.855103569680944
2024-01-12 00:00:00,9.172223234545285
2024-01-12 01:00:00,11.87865184513466
2024-01-12 02:00:00,11.2945123696898
2024-01-12 03:00:00,11.19105855759553
2024-01-12 04:00:00,16.764521657583884
2024-01-12 05:00:00,23.102007516007788
2024-01-12 06:00:00,17.86794987267161
2024-01-12 07:00:00,23.4473748840727
2024-01-12 08:00:00,11.564531395008261
2024-01-12 09:00:00,8.028503613827704
2024-01-12 10:00:00,13.42648733894228
2024-01-12 11:00:00,13.893407424715951
2024-01-12 12:00:00,8.556247857774638
2024-01-12 13:00:00,13.401695416360228
2024-01-12 14:00:00,12.31563645075353
2024-01-12 15:00:00,13.20833381469469
2024-01-12 16:00:00,16.378287032888846
2024-01-12 17:00:00,17.23985528723497
2024-01-12 18:00:00,19.38980820168766
2024-01-12 19:00:00,20.703806849242792
2024-01-12 20:00:00,9.453011513879499
2024-01-12 21:00:00,7.832894270356739
2024-01-12 22:00:00,9.247440305067304
2024-01-12 23:00:00,11.229860599214586
2024-01-13 00:00:00,9.187645663559774
2024-01-13 01:00:00,10.97321550005412
2024-01-13 02:00:00,12.034309849989182
2024-01-13 03:00:00,10.295541062496502
2024-01-13 04:00:00,16.1069626018606
2024-01-13 05:00:00,22.32145222933836
2024-01-13 06:00:00,17.928556508229974
2024-01-13 07:00:00,22.991553348766057
2024-01-13 08:00:00,11.694097453191635
2024-01-13 09:00:00,8.841819373752646
2024-01-13 10:00:00,13.014582541871441
2024-01-13 11:00:00,13.833543779261637
2024-01-13 12:00:00,9.284753608976818
2024-01-13 13:00:00,14.334368834035043
2024-01-13 14:00:00,11.765435555885503
2024-01-13 15:00:00,12.618619125661928
2024-01-13 16:00:00,16.470565908874935
2024-01-13 17:00:00,18.001606148699324
2024-01-13 18:00:00,20.01093735157728
2024-01-13 19:00:00,21.317912006361375
2024-01-13 20:00:00,10.007448200595071
2024-01-13 21:00:00,7.875686418809047
2024-01-13 22:00:00,8.743427206360757
2024-01-13 23:00:00,10.200480814086848
2024-01-14 00:00:00,9.068326549464274
2024-01-14 01:00:00,10.691870467578559
2024-01-14 02:00:00,11.254384497209074
2024-01-14 03:00:00,9.372924764712645
2024-01-14 04:00:00,15.585087689955692
2024-01-14 05:00:00,21.49952533650625
2024-01-14 06:00:00,17.428903721667616
2024-01-14 07:00:00,22.356278939262836
2024-01-14 08:00:00,12.384446502858903
2024-01-14 09:00:00,9.732526389248589
2024-01-14 10:00:00,12.527427902970759
2024-01-14 11:00:00,12.9570784221498
2024-01-14 12:00:00,9.405326181006124
2024-01-14 13:00:00,14.798315675856019
2024-01-14 14:00:00,11.615449648885994
2024-01-14 15:00:00,12.928556965462525
2024-01-14 16:00:00,17.075321720569278
2024-01-14 17:00:00,17.12740398378544
2024-01-14 18:00:00,20.138744340153497
2024-01-14 19:00:00,21.408642346849675
2024-01-14 20:00:00,9.377120482244306
2024-01-14 21:00:00,7.455292151869869
2024-01-14 22:00:00,9.493101425280631
2024-01-14 23:00:00,10.989423663261562
2024-01-15 00:00:00,9.858340158025497
2024-01-15 01:00:00,10.194571730105768
2024-01-15 02:00:00,10.938222141525534
2024-01-15 03:00:00,9.968071124783876
2024-01-15 04:00:00,15.711986099260212
2024-01-15 05:00:00,22.11480778569256
2024-01-15 06:00:00,17.39939123677706
2024-01-15 07:00:00,21.477240588966502
2024-01-15 08:00:00,12.95850050957778
2024-01-15 09:00:00,10.14517520308616
2024-01-15 10:00:00,12.410119335252556
2024-01-15 11:00:00,13.976089639732296
2024-01-15 12:00:00,8.383953401035557
2024-01-15 13:00:00,15.37542111482106
2024-01-15 14:00:00,10.655571101108086
2024-01-15 15:00:00,13.214838423037476
2024-01-15 16:00:00,18.072908845019974
2024-01-15 17:00:00,16.489541273776407
2024-01-15 18:00:00,19.10911778081166
2024-01-15 19:00:00,20.91289195677971
2024-01-15 20:00:00,8.361732090069314
2024-01-15 21:00:00,6.516988332453601
2024-01-15 22:00:00,9.613779536547689
2024-01-15 23:00:00,11.619998950611897
2024-01-16 00:00:00,10.876469984232415
2024-01-16 01:00:00,10.22656375280123
2024-01-16 02:00:00,10.152362556188884
2024-01-16 03:00:00,9.305288666646772
2024-01-16 04:00:00,15.174146510562021
2024-01-16 05:00:00,22.293153817555556
2024-01-16 06:00:00,17.226981022656705
2024-01-16 07:00:00,22.329822037867068
2024-01-16 08:00:00,13.68138656609822
2024-01-16 09:00:00,10.66585200607079
2024-01-16 10:00:00,12.974500480088215
2024-01-16 11:00:00,13.142739948779738
2024-01-16 12:00:00,7.625512213697222
2024-01-16 13:00:00,15.424917807549443
2024-01-16 14:00:00,10.706847043582266
2024-01-16 15:00:00,12.345940409859969
2024-01-16 16:00:00,17.543983936656417
2024-01-16 17:00:00,16.217458309565693
2024-01-16 18:00:00,18.995317723086906
2024-01-16 19:00:00,20.65984387836264
2024-01-16 20:00:00,8.394005530082769
2024-01-16 21:00:00,5.886653984226597
2024-01-16 22:00:00,10.32160526593193
2024-01-16 23:00:00,11.854079431144783
2024-01-17 00:00:00,10.596059334500987
2024-01-17 01:00:00,10.717335923324471
2024-01-17 02:00:00,11.122112625216577
2024-01-17 03:00:00,9.559243901307397
2024-01-17 04:00:00,15.751325958425802
2024-01-17 05:00:00,22.080064758827795
2024-01-17 06:00:00,16.651182739715544
2024-01-17 07:00:00,22.471062700715212
2024-01-17 08:00:00,13.154107543809165
2024-01-17 09:00:00,10.90775938314161
2024-01-17 10:00:00,12.169073513736846
2024-01-17 11:00:00,12.786389874490183
2024-01-17 12:00:00,8.030980138248655
2024-01-17 13:00:00,14.796795236211135
2024-01-17 14:00:00,11.77494832389927
2024-01-17 15:00:00,12.625341266788745
2024-01-17 16:00:00,18.21068876380208
2024-01-17 17:00:00,15.45740267989253
2024-01-17 18:00:00,18.53782965917564
2024-01-17 19:00:00,21.516867396420608
2024-01-17 20:00:00,7.6257636785239145
2024-01-17 21:00:00,6.515782128822203
2024-01-17 22:00:00,9.34773023081578
2024-01-17 23:00:00,12.357155039214046
2024-01-18 00:00:00,10.06053368880968
2024-01-18 01:00:00,10.345428088255918
2024-01-18 02:00:00,10.157603136826188
2024-01-18 03:00:00,10.413473634789382
2024-01-18 04:00:00,15.512553548869798
2024-01-18 05:00:00,22.02092986586266
2024-01-18 06:00:00,17.0823596160756
2024-01-18 07:00:00,22.806106879195287
2024-01-18 08:00:00,13.89024626198936
2024-01-18 09:00:00,11.516299685077772
2024-01-18 10:00:00,13.053041265049298
2024-01-18 11:00:00,13.354835027450125
2024-01-18 12:00:00,8.196737284060402
2024-01-18 13:00:00,15.255657446168428
2024-01-18 14:00:00,10.835915893371142
2024-01-18 15:00:00,12.358682151891117
2024-01-18 16:00:00,18.479287270589943
2024-01-18 17:00:00,14.651455723372818
2024-01-18 18:00:00,18.02933773908613
2024-01-18 19:00:00,22.340981432173884
2024-01-18 20:00:00,6.827758486454474
2024-01-18 21:00:00,6.501885624171433
2024-01-18 22:00:00,10.316356685541061
2024-01-18 23:00:00,12.360828721535507
2024-01-19 00:00:00,9.443544088714198
2024-01-19 01:00:00,10.48602087473677
2024-01-19 02:00:00,10.380527278544774
2024-01-19 03:00:00,10.786260798561807
2024-01-19 04:00:00,16.429890415653997
2024-01-19 05:00:00,22.991446437290296
2024-01-19 06:00:00,16.972421731990956
2024-01-19 07:00:00,22.207147433823792
2024-01-19 08:00:00,14.0378891141729
2024-01-19 09:00:00,12.480405999049257
2024-01-19 10:00:00,13.684010494313892
2024-01-19 11:00:00,13.239800294488392
2024-01-19 12:00:00,7.65944550928467
2024-01-19 13:00:00,15.669408727001139
2024-01-19 14:00:00,10.78886277689437
2024-01-19 15:00:00,12.589388463350595
2024-01-19 16:00:00,18.48639844691858
2024-01-19 17:00:00,15.741184924404884
2024-01-19 18:00:00,17.509893469222906
2024-01-19 19:00:00,23.24774701743927
2024-01-19 20:00:00,6.577595456108641
2024-01-19 21:00:00,6.995806559487087
2024-01-19 22:00:00,10.126664869788353
2024-01-19 23:00:00,12.734171425467425
2024-01-20 00:00:00,10.531060976036564
2024-01-20 01:00:00,9.421360733428884
2024-01-20 02:00:00,10.167200013602887
2024-01-20 03:00:00,11.121900537293289
2024-01-20 04:00:00,16.037731255475133
2024-01-20 05:00:00,23.756630899577974
2024-01-20 06:00:00,17.65891849274188
2024-01-20 07:00:00,22.26551976797294
2024-01-20 08:00:00,13.905277433868887
2024-01-20 09:00:00,11.558897057406263
2024-01-20 10:00:00,14.644479928935906
2024-01-20 11:00:00,12.149835483075758
2024-01-20 12:00:00,7.847302106617001
2024-01-20 13:00:00,15.873124161601261
2024-01-20 14:00:00,11.59864312812146
2024-01-20 15:00:00,13.27577548938201
2024-01-20 16:00:00,17.517643454684453
2024-01-20 17:00:00,16.318389123433686
2024-01-20 18:00:00,16.99839555876107
2024-01-20 19:00:00,24.25561462619767
2024-01-20 20:00:00,7.228056255139561
2024-01-20 21:00:00,6.028427895758578
2024-01-20 22:00:00,10.183088179665575
2024-01-20 23:00:00,12.72286601218562
2024-01-21 00:00:00,10.455016455270881
2024-01-21 01:00:00,9.508142343890688
2024-01-21 02:00:00,10.116362199967096
2024-01-21 03:00:00,11.38101011849794
